REEF_ID,YEAR,SUBREGION,REGION_PS,MACROALGAE,HARD_CORAL,PSI,LON,LAT
1934,2000,Taiwan_Japan,Indo-Pacific,23.1,12.5,0.87067,125.22306,25.04028
1935,2006,Philippines_Spra,Indo-Pacific,0.6,49.4,-1.58851,123.37,9.99694
1936,2005,Philippines_Spra,Indo-Pacific,2.8,20.3,-0.3655,123.37903,9.93486
1937,2005,Philippines_Spra,Indo-Pacific,6.3,43.8,-1.1125,123.36864,9.97267
1938,2005,Philippines_Spra,Indo-Pacific,0.9,20.6,-0.46383,123.38792,9.93394
1939,2005,Philippines_Spra,Indo-Pacific,2.2,28.8,-0.72011,123.39092,9.93022
1940,2005,Philippines_Spra,Indo-Pacific,1.3,10.6,-0.06326,123.39144,9.92111
1941,2005,Philippines_Spra,Indo-Pacific,6.9,8.1,0.29206,123.39247,9.58469
1944,2006,SE Pacific,Indo-Pacific,4.4,8.1,0.17705,-149.86306,-17.49639
1945,2006,SE Pacific,Indo-Pacific,5.6,25,-0.41714,-149.80417,-17.47528
1946,2004,SW Pacific,Indo-Pacific,14.4,49.4,-0.95595,177.07583,-17.57578
1947,2004,SW Pacific,Indo-Pacific,13.1,48.8,-0.98932,177.08511,-17.57275
1948,2004,SW Pacific,Indo-Pacific,35,38.4,0.41528,177.08189,-17.56983
1949,2004,SW Pacific,Indo-Pacific,36.9,52.5,-0.04155,177.17567,-17.83783
1950,2004,SW Pacific,Indo-Pacific,19.4,59.4,-1.11213,178.21061,-17.28983
1952,2004,SW Pacific,Indo-Pacific,9.4,21.9,-0.12394,178.20692,-17.28669
1954,2004,SW Pacific,Indo-Pacific,41.9,26.9,1.1781,178.21056,-17.28922
1955,2004,SW Pacific,Indo-Pacific,10.6,36.3,-0.62159,178.21228,-17.28089
1956,2004,SW Pacific,Indo-Pacific,10.6,27.5,-0.28367,178.214,-17.28992
1957,2004,SW Pacific,Indo-Pacific,13.1,40,-0.6514,178.19908,-17.28297
1958,2004,SW Pacific,Indo-Pacific,22.5,36.9,-0.09943,178.21344,-17.29119
1959,2004,SW Pacific,Indo-Pacific,22.5,20.6,0.52814,178.22683,-17.282
1960,2004,SW Pacific,Indo-Pacific,20.6,20,0.46602,178.2245,-17.29333
1961,2004,SW Pacific,Indo-Pacific,23.1,14.4,0.79826,177.07556,-17.67694
1962,2004,SW Pacific,Indo-Pacific,42.5,2.5,2.1482,177.14167,-17.75389
1963,2003,SW Pacific,Indo-Pacific,21.3,18.1,0.56718,177.15028,-17.73444
1964,2004,SW Pacific,Indo-Pacific,12.5,23.8,-0.05259,177.16361,-17.73389
1965,2004,SW Pacific,Indo-Pacific,7.5,35.6,-0.74122,177.20222,-17.79417
1966,2004,SW Pacific,Indo-Pacific,18.8,80,-1.9374,177.22583,-17.70306
1968,2003,SW Pacific,Indo-Pacific,5.6,15.6,-0.05509,177.12389,-17.74222
1969,2003,SW Pacific,Indo-Pacific,38.1,40,0.4987,177.14917,-17.71861
1970,2003,SW Pacific,Indo-Pacific,5.6,44.4,-1.16539,177.27556,-17.72056
1971,2003,SW Pacific,Indo-Pacific,3.1,14.4,-0.12182,177.14,-17.73667
1972,2003,SW Pacific,Indo-Pacific,16.3,33.8,-0.26627,177.18111,-17.73444
1973,2003,SW Pacific,Indo-Pacific,31.9,51.3,-0.22329,177.26778,-17.65167
1974,2003,SW Pacific,Indo-Pacific,20.6,40,-0.30637,177.19472,-17.76194
1975,2003,SW Pacific,Indo-Pacific,6.9,36.9,-0.81824,177.12639,-17.73333
1976,2003,SW Pacific,Indo-Pacific,21.9,21.3,0.47525,177.1375,-17.73972
1977,2003,SW Pacific,Indo-Pacific,8.1,31.3,-0.5435,177.17639,-17.84972
1978,2003,SW Pacific,Indo-Pacific,29.4,31.9,0.40995,177.19,-17.84528
1979,2003,SW Pacific,Indo-Pacific,22.5,3.1,1.20398,177.14028,-17.73778
1980,2003,SW Pacific,Indo-Pacific,33.1,45,0.07558,177.19583,-17.85444
1981,2003,SW Pacific,Indo-Pacific,8.1,19.4,-0.0849,177.13611,-17.73944
1982,2004,SW Pacific,Indo-Pacific,16.3,48.8,-0.84556,177.12972,-17.73111
1985,2001,Philippines_Spra,Indo-Pacific,2.5,67.5,-2.20223,123.15983,9.70567
1986,2004,SW Pacific,Indo-Pacific,14.7,44.7,-0.76227,168.41067,-17.33594
1988,2003,SW Pacific,Indo-Pacific,33.1,75,-1.083,164.76247,-21.08714
1991,2004,SW Pacific,Indo-Pacific,26.3,21.3,0.67652,164.95844,-21.41058
1992,2004,SW Pacific,Indo-Pacific,67.5,16.9,2.74315,164.96725,-21.38033
1993,2004,SW Pacific,Indo-Pacific,24.4,3.8,1.2661,164.98058,-21.36731
1994,2004,SW Pacific,Indo-Pacific,29.4,14.4,1.08579,164.98322,-20.64464
1995,2003,SW Pacific,Indo-Pacific,21.3,31.3,0.0603,164.99244,-20.69058
1996,2004,SW Pacific,Indo-Pacific,30.6,26.3,0.68469,165.07169,-20.63053
1998,2000,E Indonesia_PNG,Indo-Pacific,3.8,73.1,-2.36196,116.70297,-8.30678
1999,2000,E Indonesia_PNG,Indo-Pacific,1.9,15.6,-0.2276,116.70694,-8.29267
2001,2002,GBR,GBR,17.5,51.3,-0.8846,145.82439,-15.25886
2002,2005,Taiwan_Japan,Indo-Pacific,0.6,63.1,-2.11953,123.9761,24.36746
2003,2001,Taiwan_Japan,Indo-Pacific,6.9,35.6,-0.76997,122.97908,24.46536
2004,2001,Taiwan_Japan,Indo-Pacific,2.5,37.5,-1.04365,122.97928,24.4655
2005,2000,Taiwan_Japan,Indo-Pacific,17.8,51.9,-0.89436,123.73333,24.28333
2006,2000,Taiwan_Japan,Indo-Pacific,6.3,41.3,-1.01596,123.98222,24.38083
2007,2002,Taiwan_Japan,Indo-Pacific,20,39.4,-0.31099,124.02933,24.24778
2008,2000,Taiwan_Japan,Indo-Pacific,43.1,30.3,1.10285,124.07975,24.45047
2009,1999,Taiwan_Japan,Indo-Pacific,0.6,29.4,-0.81612,124.07453,24.45028
2010,2000,Taiwan_Japan,Indo-Pacific,21.3,31.6,0.04823,124.10319,24.45511
2012,2001,Taiwan_Japan,Indo-Pacific,8.1,43.8,-1.02625,125.247,25.01567
2013,2001,Taiwan_Japan,Indo-Pacific,52.5,28.8,1.59448,126.77242,26.30506
2014,2001,Taiwan_Japan,Indo-Pacific,31.3,17.5,1.05136,126.77778,26.30169
2015,1999,Taiwan_Japan,Indo-Pacific,13.1,20,0.12098,126.79694,26.37142
2016,2002,Taiwan_Japan,Indo-Pacific,12.8,17.2,0.21522,126.87056,26.32078
2017,2001,Taiwan_Japan,Indo-Pacific,14.1,25.3,-0.04105,126.87389,26.32222
2018,1998,Taiwan_Japan,Indo-Pacific,4.4,61.9,-1.89874,127.36018,26.22172
2019,2002,Taiwan_Japan,Indo-Pacific,6.9,5.3,0.40068,128.06694,26.50678
2020,2001,Taiwan_Japan,Indo-Pacific,17.2,17.5,0.40442,128.06683,26.50406
2021,2002,Taiwan_Japan,Indo-Pacific,15.6,16.3,0.38082,127.70839,26.09858
2023,1997,GBR,GBR,50.6,25,1.65304,146.49444,-18.57361
2024,2002,Taiwan_Japan,Indo-Pacific,25,43.8,-0.24993,129.34889,28.10694
2026,2003,W Indonesia,Indo-Pacific,7.5,56.3,-1.53774,110.41517,-5.87906
2027,2006,W Indonesia,Indo-Pacific,0.3,52.5,-1.72357,110.34083,-5.79403
2032,2005,GBR,GBR,4,38.8,-1.02483,146.54292,-18.65733
2033,2005,GBR,GBR,2.5,12.5,-0.07817,146.69289,-18.68961
2034,2005,GBR,GBR,3.1,26.9,-0.60457,146.48244,-18.57839
2035,2005,GBR,GBR,3.3,29.4,-0.69536,146.48803,-18.55106
2036,2006,GBR,GBR,0.3,21.6,-0.52881,146.50703,-18.66894
2037,2005,Philippines_Spra,Indo-Pacific,1.3,13.1,-0.15981,124.25203,11.11869
2038,2003,E Indonesia_PNG,Indo-Pacific,7.5,31.9,-0.59639,119.61417,0.09444
2039,2003,E Indonesia_PNG,Indo-Pacific,7.5,39.4,-0.88604,119.62347,0.08522
2040,2005,E Indonesia_PNG,Indo-Pacific,0.6,31.3,-0.88854,119.77889,-0.73556
2041,2006,E Indonesia_PNG,Indo-Pacific,3.1,20,-0.33906,119.85444,-0.72642
2042,2002,E Indonesia_PNG,Indo-Pacific,3.1,6.3,0.19196,119.85586,-0.74772
2043,2004,E Indonesia_PNG,Indo-Pacific,7.2,35.6,-0.75559,119.79911,0.15014
2044,2003,E Indonesia_PNG,Indo-Pacific,1.9,25.6,-0.6138,119.80578,-0.14656
2045,2001,E Indonesia_PNG,Indo-Pacific,26.9,20,0.75354,119.61519,0.096
2046,2002,E Indonesia_PNG,Indo-Pacific,21.9,26.3,0.28215,119.62389,0.09139
2048,2003,South China Sea,Indo-Pacific,0.6,62.8,-2.10746,102.75842,5.92325
2049,2002,SW Pacific,Indo-Pacific,27.5,24.4,0.61333,177.283,-16.93697
2050,2005,E. Indian Ocean,Indo-Pacific,0.6,34.1,-0.99715,98.76939,7.72864
2051,2001,NCentrral Austra,Indo-Pacific,6.3,58.1,-1.66766,136.83222,-13.92456
2052,2004,Philippines_Spra,Indo-Pacific,18.8,7.5,0.8625,124.24306,11.11222
2053,2006,GBR,GBR,4.4,38.8,-1.00567,145.86756,-16.23086
2055,2004,GBR,GBR,17.5,43.1,-0.57082,145.76322,-15.39681
2056,2004,GBR,GBR,28.1,53.1,-0.46822,145.81958,-15.97575
2057,2006,GBR,GBR,0.6,41.9,-1.29887,145.85967,-16.24233
2058,2004,GBR,GBR,16.3,32.8,-0.23006,145.86394,-16.24164
2059,2004,GBR,GBR,17.5,23.8,0.17743,145.96628,-16.24186
2060,2004,GBR,GBR,22.5,37.5,-0.12357,145.82236,-15.98289
2061,2004,GBR,GBR,7.5,42.5,-1.00672,145.864,-16.24167
2062,2004,GBR,GBR,8.8,46.9,-1.11818,145.67539,-14.93019
2063,2003,GBR,GBR,5.6,31.3,-0.65852,145.81322,-15.93622
2064,2003,GBR,GBR,33.8,43.8,0.15261,145.80644,-15.95575
2065,2006,GBR,GBR,9.4,55.6,-1.42735,145.82239,-15.98297
2067,2003,GBR,GBR,17.5,16.9,0.44294,145.85133,-16.23417
2068,2004,GBR,GBR,21.9,22.5,0.42697,145.869,-16.24067
2069,2004,SW Pacific,Indo-Pacific,22.2,64.5,-1.17971,168.2125,-17.7175
2070,2004,SW Pacific,Indo-Pacific,15,20,0.20724,168.15783,-17.63933
2071,2004,SW Pacific,Indo-Pacific,19.4,28.1,0.09473,168.14628,-17.64111
2073,2004,SW Pacific,Indo-Pacific,55.6,23.8,1.93134,168.294,-17.73967
2074,2004,SW Pacific,Indo-Pacific,35.6,35.6,0.55265,168.278,-17.73817
2075,2004,SW Pacific,Indo-Pacific,11.9,15.6,0.23244,166.88278,-22.39417
2076,2004,SW Pacific,Indo-Pacific,23.1,16.3,0.72585,166.84722,-22.35611
2077,2005,Philippines_Spra,Indo-Pacific,0.6,25,-0.64717,120.98019,13.52456
2084,2003,W Indonesia,Indo-Pacific,0.6,48.8,-1.56437,117.325,7.37533
2085,2003,W Indonesia,Indo-Pacific,29.4,55.6,-0.50726,117.3435,7.39333
2087,2003,W Indonesia,Indo-Pacific,0.6,54.4,-1.78161,117.34833,7.26033
2094,2005,South China Sea,Indo-Pacific,33.8,19.4,1.09396,104.55,1.25
2097,2003,South China Sea,Indo-Pacific,3.1,58.8,-1.83556,103.02806,5.76222
2100,2004,GBR,GBR,25.4,60.4,-0.87441,145.75633,-14.917
2101,2004,GBR,GBR,21.9,58.1,-0.94884,145.77686,-15.51253
2102,2004,GBR,GBR,26.3,27.8,0.42308,146.55703,-13.80122
2109,2005,South China Sea,Indo-Pacific,14.4,56.3,-1.22146,104.31667,1.18333
2110,2004,South China Sea,Indo-Pacific,1.9,33.8,-0.92758,104.53333,1.2
2111,2005,South China Sea,Indo-Pacific,17.5,53.1,-0.95701,104.38333,1.2
2113,2005,SE Pacific,Indo-Pacific,5,31.3,-0.68727,-145.6445,-16.07517
2114,2005,SE Pacific,Indo-Pacific,8.8,14.7,0.12488,-145.64433,-16.07617
2115,1998,W Indonesia,Indo-Pacific,7.5,50.6,-1.32051,118.75556,4.57528
2118,1998,W Indonesia,Indo-Pacific,1.3,75.6,-2.57352,118.25833,4.95
2119,1998,W Indonesia,Indo-Pacific,0.6,78.1,-2.69882,118.70333,4.93667
2123,1998,W Indonesia,Indo-Pacific,3.8,78.1,-2.55506,118.39167,4.76333
2124,1998,W Indonesia,Indo-Pacific,0.6,53.1,-1.73333,118.36333,4.80333
2127,1998,W Indonesia,Indo-Pacific,15.6,62.5,-1.40533,118.56167,4.94833
2128,2004,E. Indian Ocean,Indo-Pacific,8.8,51.9,-1.31128,95.25778,5.88
2129,2005,E. Indian Ocean,Indo-Pacific,1.3,17.5,-0.32877,95.12094,6.0725
2130,2005,Philippines_Spra,Indo-Pacific,6.3,65,-1.93317,120.41028,12.66772
2133,2005,Philippines_Spra,Indo-Pacific,5.6,58.1,-1.69641,120.63,13.98683
2135,2004,Philippines_Spra,Indo-Pacific,0.6,43.1,-1.34714,123.81958,11.18825
2136,2004,Philippines_Spra,Indo-Pacific,0.6,49.4,-1.58851,123.82144,11.18983
2137,2005,Philippines_Spra,Indo-Pacific,1.9,21.9,-0.46897,123.82772,11.20294
2138,2005,Philippines_Spra,Indo-Pacific,6.3,9.4,0.21504,123.82775,11.20294
2139,2005,Philippines_Spra,Indo-Pacific,8.8,30,-0.46648,123.77236,11.21397
2144,1997,W Indonesia,Indo-Pacific,17.5,13.1,0.58776,113.89694,4.34167
2145,1997,W Indonesia,Indo-Pacific,3.8,43.8,-1.22751,113.89917,4.34361
2146,2006,SW Pacific,Indo-Pacific,1.9,45,-1.36205,179.28683,-16.81233
2147,2006,SW Pacific,Indo-Pacific,4.4,48.1,-1.36772,179.24197,-16.81486
2148,2002,SW Pacific,Indo-Pacific,32.5,17.5,1.10886,179.28683,-16.81217
2149,2004,W Indonesia,Indo-Pacific,8.1,25.6,-0.32627,118.62567,4.11789
2150,2004,W Indonesia,Indo-Pacific,2.5,40.6,-1.16433,118.63606,4.10606
2154,2004,W Indonesia,Indo-Pacific,12.5,35,-0.48706,118.83256,4.64644
2156,2004,Philippines_Spra,Indo-Pacific,7.5,31.9,-0.59639,124.03094,10.78319
2157,2004,Philippines_Spra,Indo-Pacific,15,55.6,-1.16857,124.03169,10.78756
2159,2006,SW Pacific,Indo-Pacific,6.9,12.5,0.1231,165.45331,-21.66164
2160,2004,SW Pacific,Indo-Pacific,20,34.4,-0.11789,165.45417,-21.62983
2161,2004,SW Pacific,Indo-Pacific,25.6,21.9,0.62363,165.45628,-21.65353
2162,2004,SW Pacific,Indo-Pacific,7.5,26.9,-0.4033,166.23817,-22.33883
2163,2004,SW Pacific,Indo-Pacific,40,13.1,1.62286,166.26344,-21.59336
2164,2006,SW Pacific,Indo-Pacific,6.3,56.9,-1.61938,166.30333,-21.64217
2165,2004,SW Pacific,Indo-Pacific,20.6,35,-0.11327,166.33747,-21.55633
2166,2006,SW Pacific,Indo-Pacific,4.4,43.8,-1.19876,166.36867,-22.44383
2167,2005,Philippines_Spra,Indo-Pacific,3.1,58.1,-1.81142,120.22297,14.76711
2168,2005,Philippines_Spra,Indo-Pacific,8.1,44.4,-1.05038,120.23917,14.75722
2169,2003,E Indonesia_PNG,Indo-Pacific,0.6,41.3,-1.27473,123.72019,-5.46936
2171,2004,E Indonesia_PNG,Indo-Pacific,25.9,22.5,0.61386,123.9075,-5.71511
2174,2004,E Indonesia_PNG,Indo-Pacific,25.9,21.9,0.638,123.755,-5.96556
2176,2003,SW Pacific,Indo-Pacific,20,33.8,-0.09375,178.38733,-18.16683
2179,2003,SW Pacific,Indo-Pacific,20.6,41.9,-0.37878,178.39967,-18.15967
2180,2002,E Indonesia_PNG,Indo-Pacific,1.3,50.6,-1.60803,147.28417,-9.59167
2188,2005,SE Pacific,Indo-Pacific,1.3,30,-0.81151,-145.46217,-16.50833
2189,2005,SE Pacific,Indo-Pacific,14.4,28.8,-0.15943,-145.462,-16.50967
2190,2006,SW Pacific,Indo-Pacific,1.3,68.1,-2.28387,157.43367,-8.70661
2193,2006,SW Pacific,Indo-Pacific,1.3,74.4,-2.52524,157.44839,-8.70414
2197,2005,SW Pacific,Indo-Pacific,11.9,54.4,-1.26406,157.49108,-8.70953
2198,2005,SW Pacific,Indo-Pacific,1.9,25.6,-0.6138,157.50056,-8.70772
2200,2005,SW Pacific,Indo-Pacific,1.3,3.8,0.20225,157.51639,-8.75503
2201,2005,SW Pacific,Indo-Pacific,3.8,60,-1.85508,157.4405,-8.7095
2202,2004,South China Sea,Indo-Pacific,16.9,70.6,-1.66161,104.15739,2.82417
2203,2005,SE Pacific,Indo-Pacific,7.8,31.9,-0.58202,-145.88061,-15.93214
2205,2005,SE Pacific,Indo-Pacific,2.8,22.2,-0.43791,-146.21364,-15.86003
2206,2001,E Indonesia_PNG,Indo-Pacific,12.5,5.6,0.64738,123.86231,-5.77381
2207,2000,E Indonesia_PNG,Indo-Pacific,55.6,55.6,0.70035,123.87917,-5.7789
2208,2004,SW Pacific,Indo-Pacific,23.8,56.9,-0.81431,177.0905,-17.58383
2209,2003,Western Pacific,Indo-Pacific,35.6,76.3,-1.01626,142.20181,27.09133
2211,2003,E Indonesia_PNG,Indo-Pacific,1.9,9.7,0.0017,123.83972,-5.87444
2212,2000,E Indonesia_PNG,Indo-Pacific,38.1,26.3,1.02972,123.73464,-5.73464
2213,2000,E Indonesia_PNG,Indo-Pacific,45,33.8,1.05635,123.88333,-5.75
2214,2001,E Indonesia_PNG,Indo-Pacific,24.4,41.9,-0.20627,123.89344,-5.72306
2216,2006,GBR,GBR,11.9,3.1,0.71518,146.95625,-18.95606
2217,2004,GBR,GBR,4.4,70.6,-2.23666,147.52117,-18.79492
2219,2003,GBR,GBR,48.8,41.3,0.93922,149.06383,-19.81117
2220,2004,GBR,GBR,17.5,40.6,-0.47427,147.62728,-18.82631
2221,2005,SE Pacific,Indo-Pacific,18.8,39.1,-0.35642,-145.46867,-16.52467
2222,2000,E Indonesia_PNG,Indo-Pacific,16.9,37.5,-0.38234,149.33333,-9.06667
2223,2000,E Indonesia_PNG,Indo-Pacific,20,33.1,-0.06962,149.33333,-9.08333
2224,2000,E Indonesia_PNG,Indo-Pacific,15.6,15.6,0.40495,149.36667,-9.08333
2225,1998,E Indonesia_PNG,Indo-Pacific,20,46.9,-0.60063,149.31722,-9.08056
2228,2004,E Indonesia_PNG,Indo-Pacific,31.9,48.1,-0.10261,150.24661,-2.67258
2229,2004,E Indonesia_PNG,Indo-Pacific,20.6,38.8,-0.2581,150.25414,-2.66967
2230,2004,E Indonesia_PNG,Indo-Pacific,16.9,41.9,-0.5513,150.30436,-2.67292
2231,2004,E Indonesia_PNG,Indo-Pacific,34.4,42.2,0.24171,150.30542,-2.67661
2232,2004,E Indonesia_PNG,Indo-Pacific,24.7,55.3,-0.71084,150.31081,-2.67986
2234,2003,South China Sea,Indo-Pacific,14.4,56.3,-1.22146,107.57917,21.04167
2235,2003,South China Sea,Indo-Pacific,0.6,23.1,-0.57475,107.5875,21.06667
2237,2000,E Indonesia_PNG,Indo-Pacific,16.3,36.9,-0.38695,123.89731,-5.72386
2239,2001,Hawaiian Islands,Indo-Pacific,0.6,100,-3.54362,-156.43883,20.68817
2241,2004,Hawaiian Islands,Indo-Pacific,3.1,11.3,-0.00114,-159.33019,22.05147
2246,2004,E Indonesia_PNG,Indo-Pacific,8.8,34.4,-0.63544,123.69583,-5.49633
2248,2004,E Indonesia_PNG,Indo-Pacific,3.8,53.1,-1.58957,123.73267,-5.4575
2251,2004,E Indonesia_PNG,Indo-Pacific,1.9,17.5,-0.30001,123.71144,-5.462
2252,2005,Taiwan_Japan,Indo-Pacific,5.6,33.8,-0.75506,135.69667,33.34444
2253,2005,Taiwan_Japan,Indo-Pacific,3.1,41.9,-1.18386,135.6975,33.34611
2258,2003,SW Pacific,Indo-Pacific,5,25.6,-0.47003,177.35767,-16.918
2260,2004,E Indonesia_PNG,Indo-Pacific,16.9,80,-2.02366,123.89956,-5.75978
2261,2004,E Indonesia_PNG,Indo-Pacific,10.6,19.4,0.03011,123.72256,-5.47114
2262,1999,E Indonesia_PNG,Indo-Pacific,1.9,44.4,-1.33791,150.18606,-5.08878
2263,1999,E Indonesia_PNG,Indo-Pacific,55.6,85.6,-0.45823,150.20647,-5.09328
2264,1999,E Indonesia_PNG,Indo-Pacific,0.6,44.4,-1.39542,150.09164,-5.43397
2265,1999,E Indonesia_PNG,Indo-Pacific,30,57.5,-0.55092,150.09547,-5.43178
2266,1999,E Indonesia_PNG,Indo-Pacific,35.3,33.1,0.63482,150.104,-5.29325
2267,1999,E Indonesia_PNG,Indo-Pacific,21.3,54.7,-0.84484,150.10617,-5.10617
2268,1999,E Indonesia_PNG,Indo-Pacific,29.4,63.8,-0.82104,150.13111,-5.28367
2269,1999,E Indonesia_PNG,Indo-Pacific,17.5,72.2,-1.6932,150.15169,-5.20319
2270,2001,SW Pacific,Indo-Pacific,23.1,23.8,0.4362,178.31967,-16.85233
2271,2003,E Indonesia_PNG,Indo-Pacific,8.8,31.9,-0.53889,119.61658,0.08917
2273,2003,Western Pacific,Indo-Pacific,28.8,10,1.22599,134.52433,7.2585
2274,2004,Western Pacific,Indo-Pacific,24.4,65.6,-1.12348,144.6545,13.45417
2275,2004,GBR,GBR,34.4,35.6,0.49515,145.56267,-16.38317
2277,2004,GBR,GBR,11.3,53.1,-1.24454,145.77742,-15.51281
2278,2004,GBR,GBR,8.8,54.4,-1.40782,146.55633,-13.88833
2280,2004,SW Pacific,Indo-Pacific,15,26.3,-0.03413,166.2965,-22.29383
2281,2004,SW Pacific,Indo-Pacific,11.9,11.9,0.37726,166.38567,-22.258
2282,2006,SW Pacific,Indo-Pacific,9.4,18.1,0.02088,166.42383,-22.333
2283,2006,SW Pacific,Indo-Pacific,32.5,33.1,0.50544,166.45533,-22.316
2284,1998,W. Australia,Indo-Pacific,6.9,53.1,-1.44581,113.96528,-21.90944
2285,2003,E. Indian Ocean,Indo-Pacific,0.6,8.1,0.00454,95.27028,5.85472
2286,2005,SE Pacific,Indo-Pacific,5.6,37.5,-0.89989,-145.81997,-16.15022
2287,2006,GBR,GBR,4.4,63.8,-1.97115,145.69083,-14.91556
2288,1998,W. Australia,Indo-Pacific,5,56.9,-1.67689,113.78,-28.70194
2289,2005,SE Pacific,Indo-Pacific,11.3,48.8,-1.07558,-145.616,-16.25767
2290,2005,SW Pacific,Indo-Pacific,38.1,10.6,1.63315,159.84667,-18.91967
2291,2000,E. Indian Ocean,Indo-Pacific,3.8,15.6,-0.14135,100.35333,-1.13389
2293,2002,South China Sea,Indo-Pacific,5.6,15.6,-0.05509,103.29031,9.17033
2297,2003,South China Sea,Indo-Pacific,4.1,35.3,-0.88729,104.01172,9.95689
2298,2003,South China Sea,Indo-Pacific,13.1,19.1,0.15719,104.01683,9.97478
2299,2003,South China Sea,Indo-Pacific,2.8,42.2,-1.2103,104.01714,9.91442
2300,2003,South China Sea,Indo-Pacific,9.7,49.4,-1.1716,104.02033,9.91878
2301,2002,South China Sea,Indo-Pacific,20,64.4,-1.27647,104.21744,9.39042
2302,2002,South China Sea,Indo-Pacific,7.2,38.8,-0.87628,104.23331,9.393
2303,2002,South China Sea,Indo-Pacific,3.8,37.8,-0.99821,104.23661,9.38333
2304,2002,South China Sea,Indo-Pacific,5.6,50,-1.38263,104.23833,9.38992
2305,2003,South China Sea,Indo-Pacific,2.2,42.8,-1.26319,104.28889,10.00475
2308,2002,W Indonesia,Indo-Pacific,9.4,21.3,-0.09981,106.55144,-5.73336
2310,2002,W Indonesia,Indo-Pacific,11.6,35,-0.53019,106.56622,-5.73219
2311,2000,South China Sea,Indo-Pacific,0.6,31.3,-0.88854,106.56325,8.66686
2313,2002,South China Sea,Indo-Pacific,26.3,51.9,-0.5062,106.63233,8.63972
2314,1999,South China Sea,Indo-Pacific,14.4,5,0.75778,106.64764,8.69294
2315,2001,South China Sea,Indo-Pacific,9.7,36.6,-0.67679,106.64806,8.87722
2316,2002,South China Sea,Indo-Pacific,4.4,24.4,-0.45051,108.47808,15.94561
2319,2002,South China Sea,Indo-Pacific,0.6,10,-0.06787,108.52881,15.92997
2320,2001,South China Sea,Indo-Pacific,1.9,64.4,-2.1103,108.85939,11.33303
2321,2001,South China Sea,Indo-Pacific,1.6,45.9,-1.41263,108.90542,11.32158
2323,2002,South China Sea,Indo-Pacific,12.8,15,0.2997,109.10847,12.14686
2324,2002,South China Sea,Indo-Pacific,0.6,50,-1.61265,109.19886,11.70461
2325,2002,South China Sea,Indo-Pacific,1.3,67.5,-2.25974,109.15372,11.60536
2326,2002,South China Sea,Indo-Pacific,2.5,42.2,-1.22468,109.16067,11.67081
2327,2002,South China Sea,Indo-Pacific,5.6,13.8,0.01732,109.16125,11.61808
2328,2002,South China Sea,Indo-Pacific,16.3,20.6,0.24061,109.29167,12.16694
2329,2002,South China Sea,Indo-Pacific,33.8,45,0.10434,109.29639,12.17139
2330,2002,South China Sea,Indo-Pacific,19.1,7.5,0.87688,109.17633,12.10928
2333,2002,South China Sea,Indo-Pacific,16.3,50,-0.89383,109.19444,12.13278
2334,2002,South China Sea,Indo-Pacific,40.3,22.5,1.27517,109.20844,11.716
2335,2002,South China Sea,Indo-Pacific,3.1,39.4,-1.08731,109.21425,12.16378
2336,2001,South China Sea,Indo-Pacific,3.3,23,-0.44652,109.21489,12.62708
2337,2002,South China Sea,Indo-Pacific,3.4,9.7,0.07358,109.22525,12.18286
2340,1999,South China Sea,Indo-Pacific,3.8,25.6,-0.52754,109.40222,12.47933
2344,2000,South China Sea,Indo-Pacific,2.8,22.5,-0.44998,109.51889,12.28439
2345,1999,South China Sea,Indo-Pacific,0.6,41.9,-1.29887,109.51514,12.28231
2348,2000,South China Sea,Indo-Pacific,70.6,45,1.80074,109.21,18.21
2350,1998,Philippines_Spra,Indo-Pacific,1.3,33.8,-0.95633,119.16944,10.47
2351,1998,Philippines_Spra,Indo-Pacific,0.6,30.6,-0.8644,119.15028,10.50111
2354,2000,W Indonesia,Indo-Pacific,1.9,50,-1.55514,110.42361,-5.91556
2355,2001,South China Sea,Indo-Pacific,2.5,66.9,-2.17809,114.2665,22.53733
2356,2001,South China Sea,Indo-Pacific,0.6,33.8,-0.98508,114.28017,22.52733
2358,2001,South China Sea,Indo-Pacific,1.9,46.9,-1.43446,114.28928,22.36481
2359,2001,South China Sea,Indo-Pacific,6.3,45.6,-1.18492,114.29733,22.3285
2364,2002,South China Sea,Indo-Pacific,3.1,68.8,-2.22175,114.32344,22.47461
2365,1997,South China Sea,Indo-Pacific,18.1,53.1,-0.92826,114.33167,22.47083
2366,2001,South China Sea,Indo-Pacific,6.3,51.3,-1.40215,114.31667,22.52117
2367,2003,South China Sea,Indo-Pacific,1.9,33.8,-0.92758,114.34217,22.25583
2369,2002,South China Sea,Indo-Pacific,0.6,15.6,-0.28511,114.34894,22.26372
2372,2001,South China Sea,Indo-Pacific,6.9,56.9,-1.59063,114.36917,22.35267
2373,2001,South China Sea,Indo-Pacific,1.3,50,-1.5839,114.43089,22.54833
2374,2003,South China Sea,Indo-Pacific,1.3,72.5,-2.45283,114.43958,22.54167
2375,2002,W Indonesia,Indo-Pacific,12.8,23.4,-0.02615,114.49756,-8.09331
2376,1999,W Indonesia,Indo-Pacific,3.4,14.4,-0.10745,114.50314,-8.09594
2379,2000,W Indonesia,Indo-Pacific,6.9,55,-1.51822,115.00694,5.81444
2381,2000,W Indonesia,Indo-Pacific,28.8,51.3,-0.36706,115.05917,5.77167
