REEF_ID,YEAR,SUBREGION,REGION_PS,MACROALGAE,HARD_CORAL,PSI,LON,LAT
2382,2003,E. Indian Ocean,Indo-Pacific,1.3,27.5,-0.71496,115.51367,-8.53097
2383,2003,E Indonesia_PNG,Indo-Pacific,2.8,27.8,-0.65515,116.03917,-8.25056
2384,2003,E Indonesia_PNG,Indo-Pacific,15,10,0.59344,116.04306,-8.34528
2385,2003,E Indonesia_PNG,Indo-Pacific,7.5,12.8,0.13979,116.05139,-8.35056
2386,2003,E Indonesia_PNG,Indo-Pacific,16.6,17.2,0.38774,116.09167,-8.35667
2387,2003,E Indonesia_PNG,Indo-Pacific,18.4,2.5,1.04122,116.05278,-8.34167
2388,2003,E Indonesia_PNG,Indo-Pacific,18.1,45,-0.61448,116.08278,-8.34278
2395,2000,W Indonesia,Indo-Pacific,0.6,13.8,-0.2127,117.09267,7.10472
2398,2000,W Indonesia,Indo-Pacific,1.3,19.4,-0.40118,117.09767,7.1105
2399,2000,W Indonesia,Indo-Pacific,3.8,11.3,0.02761,117.10733,7.11767
2400,2000,W Indonesia,Indo-Pacific,6.9,15.6,0.00242,117.11617,7.12
2401,2000,W Indonesia,Indo-Pacific,25,21.3,0.61901,117.1215,7.131
2402,2000,W Indonesia,Indo-Pacific,8.8,21.9,-0.1527,117.1235,7.10233
2403,2000,W Indonesia,Indo-Pacific,1.6,13.1,-0.14543,117.12617,7.11667
2404,2000,W Indonesia,Indo-Pacific,2.5,48.8,-1.47812,117.12667,7.13267
2405,2000,W Indonesia,Indo-Pacific,27.5,15,0.97539,117.133,7.12233
2407,2000,W Indonesia,Indo-Pacific,22.2,14.4,0.75513,117.15,7.134
2408,1999,W Indonesia,Indo-Pacific,8.8,33.8,-0.6113,117.10519,7.11578
2409,1999,W Indonesia,Indo-Pacific,15.3,26.6,-0.03182,117.11836,7.11703
2410,2000,W Indonesia,Indo-Pacific,12.8,12.2,0.40832,117.12564,7.11647
2412,1999,W Indonesia,Indo-Pacific,8.8,18.8,-0.03201,118.756,4.56928
2415,1999,W Indonesia,Indo-Pacific,4.7,39.1,-1.00336,118.83006,4.64722
2416,2000,E Indonesia_PNG,Indo-Pacific,9.4,65.6,-1.81354,118.9645,-4.69744
2417,2000,E Indonesia_PNG,Indo-Pacific,3.4,36.3,-0.95225,118.95167,-4.70139
2419,1999,E Indonesia_PNG,Indo-Pacific,1.9,38.1,-1.09654,119.33886,-5.33886
2421,2000,Philippines_Spra,Indo-Pacific,13.1,4.4,0.72441,119.67583,11.12583
2422,2002,E Indonesia_PNG,Indo-Pacific,4.3,39.8,-1.05069,119.80839,0.13989
2423,2000,E Indonesia_PNG,Indo-Pacific,0.6,27.5,-0.74371,119.82167,-8.52389
2429,2003,E Indonesia_PNG,Indo-Pacific,1.9,36.3,-1.02413,121.66778,-0.85333
2431,1999,E Indonesia_PNG,Indo-Pacific,3.8,49.4,-1.44475,122.00447,-0.25694
2432,1999,E Indonesia_PNG,Indo-Pacific,10.9,15.9,0.17724,122.02153,-0.42586
2437,2001,E Indonesia_PNG,Indo-Pacific,6.3,56.9,-1.61938,123.48944,-5.32581
2438,2001,E Indonesia_PNG,Indo-Pacific,4.4,31.9,-0.74016,123.51853,-5.27108
2439,2001,E Indonesia_PNG,Indo-Pacific,6.3,31.9,-0.6539,123.52125,-5.38142
2447,2001,E Indonesia_PNG,Indo-Pacific,0.6,45,-1.41955,123.74867,-5.44833
2448,2001,E Indonesia_PNG,Indo-Pacific,1.3,29.4,-0.78737,123.76572,-5.56997
2449,2001,E Indonesia_PNG,Indo-Pacific,2.5,23.8,-0.51263,123.77014,-5.57422
2450,2001,E Indonesia_PNG,Indo-Pacific,0.6,19.4,-0.42993,123.82222,-5.81283
2451,2001,E Indonesia_PNG,Indo-Pacific,3.8,49.4,-1.44475,123.86336,-5.77297
2453,2001,E Indonesia_PNG,Indo-Pacific,8.8,60.6,-1.6492,123.89053,-5.75292
2454,2001,E Indonesia_PNG,Indo-Pacific,0.6,72.5,-2.48158,123.89167,-5.76389
2455,2001,E Indonesia_PNG,Indo-Pacific,3.8,45.6,-1.29993,123.89306,-5.75586
2456,2001,E Indonesia_PNG,Indo-Pacific,15.6,23.8,0.09117,123.90378,-5.78006
2457,2001,E Indonesia_PNG,Indo-Pacific,10.6,40,-0.76641,123.97633,-5.90836
2458,2001,E Indonesia_PNG,Indo-Pacific,10,7.5,0.45996,123.99183,-5.82461
2459,2000,Taiwan_Japan,Indo-Pacific,16.6,44.1,-0.65015,124.18086,24.44597
2460,2000,E Indonesia_PNG,Indo-Pacific,65,24.4,2.33849,124.75361,-1.62083
2461,2002,E Indonesia_PNG,Indo-Pacific,27.8,37.8,0.10876,124.7675,-1.60111
2462,2002,E Indonesia_PNG,Indo-Pacific,24.4,38.1,-0.06144,124.87522,1.62672
2463,2002,Taiwan_Japan,Indo-Pacific,24.4,31.3,0.20406,127.29125,26.19794
2464,2000,Taiwan_Japan,Indo-Pacific,20.3,44.1,-0.47764,127.29394,26.23461
2465,1998,South China Sea,Indo-Pacific,0.6,60.9,-2.03505,109.49972,12.285
2467,2002,Western Pacific,Indo-Pacific,8.1,59.4,-1.62967,134.49297,7.31428
2468,2002,Western Pacific,Indo-Pacific,18.8,37.5,-0.29608,134.52731,7.25919
2469,2002,Western Pacific,Indo-Pacific,20.3,42.8,-0.42936,138.18839,9.609
2470,2002,Western Pacific,Indo-Pacific,21.3,48.4,-0.60347,138.20489,9.54006
2471,1998,Western Pacific,Indo-Pacific,21.9,27.5,0.23388,144.65,13.43333
2472,2006,GBR,GBR,0.6,56.9,-1.87816,146.55722,-13.88722
2473,2001,Western Pacific,Indo-Pacific,12.2,33.8,-0.45316,144.64078,13.33628
2474,1999,Western Pacific,Indo-Pacific,10.6,12.5,0.29562,144.64556,13.33917
2475,2001,Western Pacific,Indo-Pacific,26.9,51.9,-0.47745,144.83133,13.598
2476,1999,Western Pacific,Indo-Pacific,8.8,17.5,0.01626,145.18583,14.1745
2477,2000,Western Pacific,Indo-Pacific,11.9,45.6,-0.92614,145.1885,14.17083
2478,2001,GBR,GBR,5.6,21.3,-0.27232,145.56056,-16.3835
2479,1999,GBR,GBR,22.5,21.3,0.504,145.56569,-16.38278
2480,2002,E Indonesia_PNG,Indo-Pacific,24.4,30.3,0.24027,145.75,-5.175
2481,1999,GBR,GBR,11.9,53.1,-1.21579,145.77039,-15.39836
2482,1999,E Indonesia_PNG,Indo-Pacific,30.6,14.4,1.14329,145.77417,-5.09667
2483,2003,GBR,GBR,10,44.4,-0.96413,145.77883,-15.51417
2484,2002,E Indonesia_PNG,Indo-Pacific,6.9,13.8,0.07483,145.80556,-5.13889
2486,2002,E Indonesia_PNG,Indo-Pacific,5,36.9,-0.9045,145.80556,-5.15833
2487,1999,E Indonesia_PNG,Indo-Pacific,32.5,37.5,0.33648,145.80417,-5.13833
2488,1999,GBR,GBR,20,36.9,-0.21444,145.8325,-16.04806
2489,2001,E Indonesia_PNG,Indo-Pacific,1.3,28.8,-0.76324,145.81667,-5.13333
2490,1999,GBR,GBR,12.5,48.1,-0.99394,145.84686,-16.24553
2492,1999,E Indonesia_PNG,Indo-Pacific,30,43.4,-0.00784,145.9705,-5.03583
2493,1999,E Indonesia_PNG,Indo-Pacific,32.5,45,0.04683,145.97417,-5.07
2495,2002,GBR,GBR,50.6,9.4,2.25647,145.99917,-16.942
2496,1999,SE Pacific,Indo-Pacific,0.9,55.6,-1.81551,-146.4175,-15.56917
2497,1999,GBR,GBR,26.9,32.5,0.2708,146.52353,-13.80069
2498,2003,GBR,GBR,6.3,36.3,-0.82286,146.546,-13.81233
2500,2002,E Indonesia_PNG,Indo-Pacific,5,55,-1.60448,147.29,-9.58667
2501,2002,E Indonesia_PNG,Indo-Pacific,10.6,31.9,-0.45263,147.295,-9.54333
2502,2002,E Indonesia_PNG,Indo-Pacific,9.4,36.9,-0.70323,147.29667,-9.525
2503,1999,E Indonesia_PNG,Indo-Pacific,28.1,35,0.23176,149.42617,-9.09061
2504,2000,E Indonesia_PNG,Indo-Pacific,10.3,70.9,-1.97558,149.49167,-9.04167
2505,1999,GBR,GBR,20.6,60,-1.07876,145.64139,-14.65778
2506,2003,GBR,GBR,6.9,53.8,-1.46995,145.68967,-14.917
2509,2002,E Indonesia_PNG,Indo-Pacific,38.1,18.8,1.31936,150.43589,-2.66317
2515,2003,Hawaiian Islands,Indo-Pacific,1.9,11.3,-0.05864,-159.35583,21.95333
2518,2001,Western Pacific,Indo-Pacific,31.3,77.5,-1.2658,162.90036,5.31111
2519,2000,Western Pacific,Indo-Pacific,19.4,58.8,-1.08799,162.902,5.27264
2520,2000,Western Pacific,Indo-Pacific,8.8,48.1,-1.16645,162.91698,5.27169
2521,2006,Western Pacific,Indo-Pacific,1.3,42.5,-1.29425,162.97106,5.3655
2523,2002,Western Pacific,Indo-Pacific,10.6,46.3,-1.00778,162,5
2525,2002,Western Pacific,Indo-Pacific,14.4,76.3,-1.99385,169.6445,6.04294
2526,2002,Western Pacific,Indo-Pacific,25.9,41.3,-0.11025,169.64644,5.95114
2527,1997,GBR,GBR,6.6,29.7,-0.55504,145.56417,-16.38278
2528,1997,Western Pacific,Indo-Pacific,13.1,51.3,-1.08587,145.79083,16.01556
2529,1997,GBR,GBR,28.8,37.5,0.16396,146.23806,-16.85083
2534,2002,SE Pacific,Indo-Pacific,0.6,39.4,-1.20232,-175.16278,-21.1175
2535,2001,SW Pacific,Indo-Pacific,31.9,2.5,1.6594,176.85944,-17.73667
2536,2001,SW Pacific,Indo-Pacific,24.4,6.9,1.14541,176.86361,-17.73806
2537,2001,SW Pacific,Indo-Pacific,32.5,6.3,1.54333,176.87056,-17.72972
2539,2002,SW Pacific,Indo-Pacific,21.3,22.5,0.39822,177.10883,-17.72767
2540,2002,SW Pacific,Indo-Pacific,12.5,41.3,-0.72843,177.138,-17.7375
2541,2002,SW Pacific,Indo-Pacific,25,20.6,0.64315,177.251,-17.65083
2542,2003,SW Pacific,Indo-Pacific,14.4,3.1,0.83019,177.26767,-18.05717
2543,2003,SW Pacific,Indo-Pacific,5.6,22.5,-0.3206,177.26767,-18.065
2544,2003,SW Pacific,Indo-Pacific,12.5,30,-0.29396,177.33683,-17.58317
2545,2002,SW Pacific,Indo-Pacific,10.6,38.8,-0.71814,177.3385,-17.58367
2546,2003,SW Pacific,Indo-Pacific,5,21.9,-0.32521,177.35333,-17.539
2547,2002,SW Pacific,Indo-Pacific,8.8,32.5,-0.56303,177.354,-17.52367
2548,2002,SW Pacific,Indo-Pacific,14.4,30.6,-0.23184,177.38017,-17.43983
2550,2003,SW Pacific,Indo-Pacific,40,36.9,0.70565,177.71283,-18.22033
2551,2002,SW Pacific,Indo-Pacific,40.6,10.6,1.74816,177.13883,-17.65667
2553,2003,SW Pacific,Indo-Pacific,27.8,35,0.21738,178.21617,-17.29267
2554,2003,SW Pacific,Indo-Pacific,21.4,38.6,-0.21877,178.27389,-16.83911
2555,2003,SW Pacific,Indo-Pacific,17.2,31.3,-0.12659,178.274,-16.82914
2556,2003,SW Pacific,Indo-Pacific,6.3,28.1,-0.50908,178.27561,-16.80739
2557,2003,SW Pacific,Indo-Pacific,9.4,39.7,-0.81185,178.29389,-16.79403
2558,2003,SW Pacific,Indo-Pacific,6.3,32.5,-0.67804,178.29808,-16.84086
2559,2003,SW Pacific,Indo-Pacific,48,32.2,1.25327,178.30508,-16.8385
2560,2003,SW Pacific,Indo-Pacific,21.4,38.4,-0.21009,178.30861,-16.79658
2561,2003,SW Pacific,Indo-Pacific,15.2,34.8,-0.35883,178.31106,-16.83969
2562,2003,SW Pacific,Indo-Pacific,8.9,31.7,-0.52567,178.32489,-16.80012
2563,2002,SW Pacific,Indo-Pacific,11.9,25.3,-0.14169,178.32778,-16.83508
2568,1999,SW Pacific,Indo-Pacific,16.3,56.3,-1.1352,-178.83833,-18.99333
2570,2006,SW Pacific,Indo-Pacific,0.9,46.3,-1.45345,179.24178,-16.81525
2572,2002,SW Pacific,Indo-Pacific,8.8,38.1,-0.78026,179.26883,-16.82567
2576,2002,SW Pacific,Indo-Pacific,3.8,40,-1.08269,-179.97433,-16.69333
2577,1997,GBR,GBR,27.5,23.1,0.66161,149.1,-17
2578,1997,SW Pacific,Indo-Pacific,10,7.5,0.45996,177.25,-17.6
2579,1997,GBR,GBR,5.6,33.8,-0.75506,146.99167,-18.44167
2580,1997,GBR,GBR,8.1,41.9,-0.95384,147.10917,-18.67556
2585,1997,E Indonesia_PNG,Indo-Pacific,15.9,36.6,-0.38926,124.64444,1.40083
2587,1997,GBR,GBR,1.3,43.8,-1.34253,148.89028,-20.0675
2588,1997,Taiwan_Japan,Indo-Pacific,5,41.9,-1.0976,121.7,21.975
2589,1997,Taiwan_Japan,Indo-Pacific,0.6,49.4,-1.58851,121.78333,21.95
2591,1998,W. Australia,Indo-Pacific,26.3,63.8,-0.96481,114.16694,-21.85833
2592,1997,W. Australia,Indo-Pacific,2.5,56.9,-1.7919,114.17306,-21.86222
2593,1998,SW Pacific,Indo-Pacific,3.8,62.5,-1.95163,165.45333,-21.6275
2599,1998,South China Sea,Indo-Pacific,1.3,37.5,-1.10115,114.29278,22.33333
2600,1998,Taiwan_Japan,Indo-Pacific,1.9,3.1,0.25514,121.46333,22.66667
2601,1997,Taiwan_Japan,Indo-Pacific,3.1,47.2,-1.38902,121.50167,22.65333
2602,1998,Taiwan_Japan,Indo-Pacific,25,20,0.66728,121.47333,22.675
2603,1998,Taiwan_Japan,Indo-Pacific,13.8,6.3,0.68075,121.53333,22.025
2607,1997,Hawaiian Islands,Indo-Pacific,10.6,36.9,-0.64573,-159.50489,22.22417
2608,1998,SW Pacific,Indo-Pacific,24.4,26.9,0.37302,166.32333,-22.22
2609,1997,SW Pacific,Indo-Pacific,18.1,46.9,-0.68689,166.36833,-22.42833
2610,1998,SW Pacific,Indo-Pacific,37.5,16.3,1.38716,166.235,-22.34167
2613,1998,SW Pacific,Indo-Pacific,14.4,72.5,-1.84903,166.265,-22.25167
2614,1998,SW Pacific,Indo-Pacific,5.6,41.9,-1.06885,166.29333,-22.29667
2616,1998,SW Pacific,Indo-Pacific,5,43.8,-1.17001,166.49167,-22.315
2617,1998,SW Pacific,Indo-Pacific,32.5,36.9,0.36061,166.01639,-22.29861
2619,1997,SW Pacific,Indo-Pacific,11.9,21.9,-0.00893,166.44833,-22.31667
2622,1998,SW Pacific,Indo-Pacific,20.6,20.6,0.44188,166.18861,-22.28833
2623,1998,SW Pacific,Indo-Pacific,11.9,46.3,-0.95028,167.015,-22.29667
2624,1998,SW Pacific,Indo-Pacific,2.5,18.8,-0.31954,167.03,-22.31333
2626,1997,Taiwan_Japan,Indo-Pacific,10,33.1,-0.52966,119.53333,23.53333
2628,1997,Taiwan_Japan,Indo-Pacific,34.4,30,0.71238,121.55833,23.33333
2629,1997,Taiwan_Japan,Indo-Pacific,2.5,11.9,-0.05403,121.33333,23.08333
2631,1997,GBR,GBR,11.9,73.1,-1.98817,150.99167,-23.17167
2634,1998,E Indonesia_PNG,Indo-Pacific,10.3,22.8,-0.11702,150.70833,-2.605
2635,1997,E Indonesia_PNG,Indo-Pacific,16.3,56.9,-1.15934,127.96667,-3.46667
2636,1997,E Indonesia_PNG,Indo-Pacific,24.4,40.9,-0.17006,128.21667,-3.96667
2638,1997,E Indonesia_PNG,Indo-Pacific,15.6,57.8,-1.2243,135.09258,-3.28842
2639,1997,E Indonesia_PNG,Indo-Pacific,35.6,45,0.19059,135.08247,-3.22614
2640,1997,W Indonesia,Indo-Pacific,1.9,40.6,-1.19309,118.64414,4.23389
2643,1998,W Indonesia,Indo-Pacific,2.5,52.5,-1.62294,118.66917,4.92528
2644,1998,W Indonesia,Indo-Pacific,0.9,71.3,-2.41893,118.56833,4.93944
2645,1998,W Indonesia,Indo-Pacific,45.3,20.3,1.58968,118.31778,4.79722
2647,1998,W Indonesia,Indo-Pacific,0.6,85,-2.96433,118.22528,4.92306
2648,1998,W Indonesia,Indo-Pacific,1.3,22.5,-0.52186,118.29194,4.81222
2649,1998,W Indonesia,Indo-Pacific,5.3,56.9,-1.66251,118.39278,4.76139
2650,1998,W Indonesia,Indo-Pacific,1.3,30,-0.81151,118.37306,4.80222
2651,1997,W Indonesia,Indo-Pacific,3.8,12.5,-0.02066,118.69033,4.22542
2652,1998,W Indonesia,Indo-Pacific,29.4,56.3,-0.5314,118.37111,4.78972
2653,1998,W Indonesia,Indo-Pacific,14.4,44.1,-0.75079,118.41861,4.78611
2654,1998,W Indonesia,Indo-Pacific,1.3,65.3,-2.17526,118.56972,4.93944
2656,1997,South China Sea,Indo-Pacific,13.1,15.6,0.28994,102.9975,5.73278
2657,1997,South China Sea,Indo-Pacific,2.5,31.3,-0.80228,103.00722,5.81444
2658,1998,South China Sea,Indo-Pacific,0.6,40.6,-1.25059,103.05806,5.77444
2659,1997,South China Sea,Indo-Pacific,7.5,32.5,-0.62053,103.00194,5.75444
2661,1997,E. Indian Ocean,Indo-Pacific,16.9,22.8,0.18488,105.85219,-5.95667
2662,1997,W Indonesia,Indo-Pacific,26.3,35.9,0.10929,106.52222,-5.54167
2664,1997,W Indonesia,Indo-Pacific,0.6,40,-1.22646,110.34806,-5.875
2665,1997,W Indonesia,Indo-Pacific,7.5,73.8,-2.21358,110.50639,-5.82361
2670,1997,E Indonesia_PNG,Indo-Pacific,0.6,28.1,-0.76785,121.28639,-6.91464
2672,1997,Western Pacific,Indo-Pacific,10.9,41.9,-0.82445,134.52472,7.25944
2674,1998,South China Sea,Indo-Pacific,0.6,13.8,-0.2127,106.91306,8.98806
2676,1998,South China Sea,Indo-Pacific,24.1,2.2,1.31206,106.94639,8.93694
2677,1998,South China Sea,Indo-Pacific,13.4,6.6,0.65431,106.92611,8.96667
2678,1997,E. Indian Ocean,Indo-Pacific,18.1,30.6,-0.05933,115.8375,-8.43611
2679,2003,E. Indian Ocean,Indo-Pacific,27.5,56.9,-0.64179,98.59489,1.64403
2680,2003,E. Indian Ocean,Indo-Pacific,60,7.5,2.76017,98.76189,1.71439
2681,1998,Philippines_Spra,Indo-Pacific,0.6,46.3,-1.46783,118.78972,9.90861
2683,1998,Philippines_Spra,Indo-Pacific,0.6,37.5,-1.12991,118.91528,9.93333
2685,1998,Philippines_Spra,Indo-Pacific,1.9,15.6,-0.2276,118.8775,9.9175
2689,1997,Philippines_Spra,Indo-Pacific,0.9,75.3,-2.57583,122.38139,9.87303
2690,1997,Philippines_Spra,Indo-Pacific,3.8,51.9,-1.5413,122.37517,9.87675
2691,2003,Philippines_Spra,Indo-Pacific,15,32.5,-0.2755,123.27125,9.07111
2693,2002,South China Sea,Indo-Pacific,1.9,0,0.37582,106.67372,8.65106
2694,2002,South China Sea,Indo-Pacific,0.6,3.1,0.19763,106.73833,8.68364
2695,2001,South China Sea,Indo-Pacific,10.6,59.4,-1.51466,108.53339,15.90811
2702,2005,Philippines_Spra,Indo-Pacific,11.3,41.9,-0.81007,122.38,9.87542
2745,2004,SW Pacific,Indo-Pacific,13.1,25.6,-0.09625,176.87306,-17.73139
2792,2004,SW Pacific,Indo-Pacific,31.7,25.6,0.75674,177.14917,-17.71722
2974,2001,Hawaiian Islands,Indo-Pacific,16.5,11.1,0.62189,-157.80913,21.44807
2975,2000,Hawaiian Islands,Indo-Pacific,4.7,17,-0.15074,-156.63905,21.01538
2984,2003,SW Pacific,Indo-Pacific,13.8,17.5,0.24629,178.0895,-18.40783
2985,2000,Hawaiian Islands,Indo-Pacific,4.9,26.9,-0.52387,-156.63905,21.01538
2986,2006,SW Pacific,Indo-Pacific,1.9,43.8,-1.31377,179.28683,-16.81233
2987,2002,E Indonesia_PNG,Indo-Pacific,17.8,26.6,0.08319,145.81667,-5.13333
2988,2004,Philippines_Spra,Indo-Pacific,3.1,43.8,-1.25627,124.10633,11.34606
10006,2004,Mesoamerican BR,Greater Caribb,6.6,15.6,-0.01196,-88.51039,16.20706
10014,2004,Mesoamerican BR,Greater Caribb,4.4,10,0.10464,-88.26936,16.11258
10015,2004,Mesoamerican BR,Greater Caribb,22.5,15,0.74537,-88.26078,16.11133
10018,2006,Mesoamerican BR,Greater Caribb,29.4,20,0.86855,-88.19603,16.44225
10019,2004,Mesoamerican BR,Greater Caribb,2.5,11.3,-0.02989,-88.19583,16.44589
10020,2001,Mesoamerican BR,Greater Caribb,1.9,4.4,0.20448,-88.16667,16.63333
10021,2004,Mesoamerican BR,Greater Caribb,2.5,21.3,-0.41608,-88.08194,16.81097
10022,1997,Mesoamerican BR,Greater Caribb,9.4,21.9,-0.12394,-88.07889,16.80306
10024,2004,Mesoamerican BR,Greater Caribb,22.5,28.1,0.23849,-88.07731,16.81439
10025,2001,Mesoamerican BR,Greater Caribb,17.5,22.5,0.2257,-88.07583,16.82861
10028,2005,Mesoamerican BR,Greater Caribb,10.9,28.1,-0.29343,-88.05567,17.24775
10029,2004,Mesoamerican BR,Greater Caribb,1.9,21.9,-0.46897,-88.05064,17.24647
10032,2005,Mesoamerican BR,Greater Caribb,14.4,16.6,0.31124,-88.04742,17.50703
10035,2004,Mesoamerican BR,Greater Caribb,3.1,22.5,-0.43561,-88.03378,17.45686
10036,2005,Mesoamerican BR,Greater Caribb,1.3,8.1,0.03329,-88.03167,17.34272
10037,2004,Mesoamerican BR,Greater Caribb,0.6,25.6,-0.6713,-88.02922,17.34403
10039,2004,Mesoamerican BR,Greater Caribb,5.6,29.4,-0.5861,-88.0205,17.341
10040,2005,Mesoamerican BR,Greater Caribb,4.4,20,-0.28155,-88.02022,17.33975
10042,2005,Mesoamerican BR,Greater Caribb,6.3,23.8,-0.34012,-88.01575,17.70436
10044,2006,Mesoamerican BR,Greater Caribb,16.9,26.9,0.02799,-88.01031,17.68494
10045,2005,Mesoamerican BR,Greater Caribb,13.1,7.5,0.60373,-88.001,17.78392
10046,2005,Mesoamerican BR,Greater Caribb,3.1,18.1,-0.26665,-87.99375,17.82447
10047,2005,Mesoamerican BR,Greater Caribb,8.1,11.3,0.22888,-87.99236,17.78403
10048,1998,Mesoamerican BR,Greater Caribb,84.1,12.7,3.66805,-87.98833,17.80667
10049,2005,Mesoamerican BR,Greater Caribb,10.6,9.4,0.4163,-87.98494,17.82608
10050,2004,Mesoamerican BR,Greater Caribb,7.5,18.8,-0.08952,-87.98428,16.50844
10052,1998,Mesoamerican BR,Greater Caribb,76.4,20.4,3.01645,-87.97667,17.86833
10054,2006,Mesoamerican BR,Greater Caribb,15.3,24.4,0.05266,-87.97317,17.86067
10056,2004,Mesoamerican BR,Greater Caribb,15,20,0.20724,-87.96661,16.5175
10057,2005,Mesoamerican BR,Greater Caribb,11.6,15.6,0.21806,-87.96122,17.90322
10060,2005,Mesoamerican BR,Greater Caribb,7.5,24.4,-0.30675,-87.95061,17.91458
10061,1999,Mesoamerican BR,Greater Caribb,25.3,7.4,1.16487,-87.94667,17.915
10062,1998,Mesoamerican BR,Greater Caribb,85.2,12.4,3.73024,-87.94167,17.935
10066,1998,Mesoamerican BR,Greater Caribb,86.2,11.6,3.80714,-87.90167,17.995
10067,2005,Mesoamerican BR,Greater Caribb,13.8,28.1,-0.16405,-87.90086,17.99444
10068,2004,Mesoamerican BR,Greater Caribb,1.9,15,-0.20347,-87.89469,16.72042
10074,2006,Mesoamerican BR,Greater Caribb,10,8.8,0.41169,-87.86586,18.08628
10075,2004,Mesoamerican BR,Greater Caribb,10.6,6.9,0.51285,-87.85453,16.71328
10088,2004,Mesoamerican BR,Greater Caribb,41.3,20,1.41485,-87.81478,16.75169
10089,2004,Mesoamerican BR,Greater Caribb,5,17.5,-0.15625,-87.81275,16.73642
10091,2004,Mesoamerican BR,Greater Caribb,10,20,-0.02278,-87.80961,17.27772
10092,2004,Mesoamerican BR,Greater Caribb,9.4,16.3,0.09329,-87.80633,17.27839
10093,1997,Mesoamerican BR,Greater Caribb,10.3,25,-0.2015,-87.80522,17.27903
10103,1998,Mesoamerican BR,Greater Caribb,12.9,27.1,-0.16448,-87.70333,18.71167
10105,1997,Mesoamerican BR,Greater Caribb,16.6,24.7,0.0981,-87.70111,18.72167
10115,2004,Mesoamerican BR,Greater Caribb,4.4,9.4,0.12878,-87.60472,17.22606
10116,2004,Mesoamerican BR,Greater Caribb,7.5,25.6,-0.35502,-87.60381,17.22167
10123,2004,Mesoamerican BR,Greater Caribb,3.1,30,-0.72525,-87.55556,17.20661
10125,1997,Mesoamerican BR,Greater Caribb,8.8,18.1,-0.00787,-87.54083,19.13417
10131,1997,Mesoamerican BR,Greater Caribb,12.2,7.8,0.54853,-87.4675,20.02139
10132,1997,Mesoamerican BR,Greater Caribb,8.1,25.6,-0.32627,-87.46539,20.04181
10148,2004,Mesoamerican BR,Greater Caribb,4,11.8,0.01925,-87.33,20.36
10153,1997,Mesoamerican BR,Greater Caribb,1.9,15.6,-0.2276,-87.31167,20.38944
10157,1997,Mesoamerican BR,Greater Caribb,29.4,31.3,0.43408,-87.30556,20.39611
10161,1997,Mesoamerican BR,Greater Caribb,24.4,18.8,0.68681,-87.28806,20.42639
10162,1997,Mesoamerican BR,Greater Caribb,15,19.4,0.23138,-87.28806,20.42778
10167,2005,Mesoamerican BR,Greater Caribb,6.3,5,0.384,-87.02817,20.37961
10168,2006,Mesoamerican BR,Greater Caribb,19.4,14.4,0.62574,-87.02756,20.32939
10169,2005,Mesoamerican BR,Greater Caribb,13.1,25.6,-0.09625,-87.02733,20.33722
10170,2006,Mesoamerican BR,Greater Caribb,9.4,8.1,0.40707,-87.02728,20.36172
10171,2005,Mesoamerican BR,Greater Caribb,48.1,34.4,1.17598,-87.00275,20.44017
10172,1999,Mesoamerican BR,Greater Caribb,26.6,19.1,0.77537,-86.99892,16.08656
10173,2004,Mesoamerican BR,Greater Caribb,6.3,16.6,-0.06254,-86.98303,20.46928
10174,2005,Mesoamerican BR,Greater Caribb,3.1,21.3,-0.38733,-86.98214,20.47075
10175,1999,Mesoamerican BR,Greater Caribb,35.6,17.2,1.2647,-86.91731,16.08308
10176,1997,Mesoamerican BR,Greater Caribb,5,19.4,-0.22866,-86.91667,16.08333
10177,2003,Mesoamerican BR,Greater Caribb,15.9,25.3,0.04521,-86.60444,16.27639
10178,2003,Mesoamerican BR,Greater Caribb,21.6,25,0.31605,-86.60389,16.28528
10179,2003,Mesoamerican BR,Greater Caribb,2.5,17.5,-0.27126,-86.60361,16.26417
10180,2003,Mesoamerican BR,Greater Caribb,5.6,32.5,-0.70679,-86.60306,16.29444
10181,2003,Mesoamerican BR,Greater Caribb,14.4,41.3,-0.64217,-86.59889,16.30306
10182,2003,Mesoamerican BR,Greater Caribb,36.9,30,0.82739,-86.59694,16.3075
10183,2003,Mesoamerican BR,Greater Caribb,21.3,45.3,-0.48278,-86.59556,16.26639
10184,2003,Mesoamerican BR,Greater Caribb,7.8,39.4,-0.87166,-86.59083,16.32139
10185,2003,Mesoamerican BR,Greater Caribb,21.3,40,-0.27762,-86.59056,16.31528
10186,2003,Mesoamerican BR,Greater Caribb,12.5,49.4,-1.04221,-86.58889,16.27167
10187,2003,Mesoamerican BR,Greater Caribb,14.4,41.9,-0.66631,-86.58389,16.27583
10188,2003,Mesoamerican BR,Greater Caribb,13.1,32.5,-0.36176,-86.57556,16.3275
10189,2003,Mesoamerican BR,Greater Caribb,28.8,35.9,0.2243,-86.57278,16.33417
10190,2003,Mesoamerican BR,Greater Caribb,24.4,31.6,0.192,-86.56694,16.33722
10191,2003,Mesoamerican BR,Greater Caribb,26.9,42.8,-0.12746,-86.56083,16.34222
10192,2003,Mesoamerican BR,Greater Caribb,27.8,31.3,0.3622,-86.55778,16.34472
10194,2003,Mesoamerican BR,Greater Caribb,43.1,18.4,1.56145,-86.51861,16.36417
